leg,cart_offset,length,dest,mode,above_16m
char-baek,0x0c5bd800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c5c7000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c5d0800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c5da000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c5de800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c5e8000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c5f1800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c5fb000,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c604800,0x9800,0x0de73be0,DMA,1
char-baek,0x0c60e000,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c617800,0x4800,0x0de86be0,DMA,1
char-baek,0x0c61c000,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c625800,0x9800,0x0de573e0,DMA,1
char-baek,0x0c62f000,0x9800,0x0de60be0,DMA,1
char-baek,0x0c638800,0x9800,0x0de6a3e0,DMA,1
char-baek,0x0c642000,0x9800,0x0de73be0,DMA,1
char-baek,0x0c64b800,0x9800,0x0de7d3e0,DMA,1
char-baek,0x0c655000,0x4800,0x0de86be0,DMA,1
char-baek,0x0c659800,0x9800,0x0de4dbe0,DMA,1
char-baek,0x0c663000,0x9800,0x0de573e0,DMA,1
char-baek,0x0c66c800,0x9800,0x0de60be0,DMA,1
char-baek,0x0c676000,0x2000,0x0de6a3e0,DMA,1
2p-stages,0x00000000,0x0,0x00000000,PIO,0
testmenu2,0x00001ff8,0x0,0x00000000,PIO,0
